COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Excluding jacks,,2020,,FPC,Fish Passage Center,1,Yes,2.17,1.25,3.13,0.1,,,Natural,784,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2020 w/o jacks,30F3B110-EDD8-C708-DECB-9828C0653455,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:37,,2024/02/12 11:21:37,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Excluding jacks,,2020,,FPC,Fish Passage Center,1,Yes,1.53,0.98,2.14,0.1,,,Natural,1439,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2020 w/o jacks,30F3B8F7-093F-EEE2-98DB-8CF79123059E,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:41,,2024/02/12 11:21:41,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Excluding jacks,,2020,,FPC,Fish Passage Center,1,Yes,1.18,0.69,1.74,0.1,,,Natural,1439,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2020 w/o jacks,30F3C03D-91F4-CBDF-A30B-E7E8A801A3A7,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:46,,2024/02/12 11:21:46,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2020,,FPC,Fish Passage Center,1,Yes,3.95,2.46,5.34,0.1,,,Natural,784,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2020 w/ jacks,30DB9B5F-FE78-50C0-DBDA-E830C441C3F2,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:58,,2024/02/12 10:23:58,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Including jacks,,2020,,FPC,Fish Passage Center,1,Yes,3.32,2.02,4.58,0.1,,,Natural,784,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2020 w/ jacks,30DBA2EE-C718-310D-E380-5428BAFA613E,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:24:02,,2024/02/12 10:24:02,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Including jacks,,2020,,FPC,Fish Passage Center,1,Yes,2.15,1.45,2.98,0.1,,,Natural,1439,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2020 w/ jacks,30DBAA77-9D0A-68A8-7DFD-887B6F1FA5D4,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:24:06,,2024/02/12 10:24:06,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Including jacks,,2020,,FPC,Fish Passage Center,1,Yes,1.81,1.15,2.54,0.1,,,Natural,1439,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2020 w/ jacks,30DBB12B-EDF9-B40F-EE47-C6CC3A72D3AA,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:24:10,,2024/02/12 10:24:10,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.99,0.49,1.52,0.1,,,Natural,2022,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2021 w/o jacks,30F3C86B-A02A-3BE8-D33C-C526649046A1,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:50,,2024/02/12 11:21:50,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Excluding jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.94,0.46,1.46,0.1,,,Natural,2022,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2021 w/o jacks,30F3D16E-B648-729A-9DBB-84F89BB4121A,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:54,,2024/02/12 11:21:54,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Excluding jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.9,0.57,1.25,0.1,,,Natural,2226,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2021 w/o jacks,30F3D7E6-9E2D-9908-E9E7-02B33D3BFCEE,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:59,,2024/02/12 11:21:59,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Excluding jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.85,0.54,1.19,0.1,,,Natural,2226,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2021 w/o jacks,30E29710-C120-0CBB-AA5D-8625E62A9DE4,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 10:40:14,,2024/02/12 10:40:14,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2021,,FPC,Fish Passage Center,1,Yes,1.14,0.59,1.75,0.1,,,Natural,2022,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2021 w/ jacks,30DBB985-BC65-89AF-8843-7C6547E2765F,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:24:15,,2024/02/12 10:24:15,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Including jacks,,2021,,FPC,Fish Passage Center,1,Yes,1.09,0.55,1.66,0.1,,,Natural,2022,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2021 w/ jacks,30DBC1F2-96D3-944C-D45B-919DDA3B00B6,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:24:19,,2024/02/12 10:24:19,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Including jacks,,2021,,FPC,Fish Passage Center,1,Yes,1.03,0.68,1.42,0.1,,,Natural,2226,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2021 w/ jacks,30DBC9D3-F26E-7CF8-8A27-5B42A27DE4DB,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:24:23,,2024/02/12 10:24:23,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Including jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.99,0.65,1.38,0.1,,,Natural,2226,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2021 w/ jacks,30DBD1C4-0599-A629-B75E-A8A6D5D9AA10,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:24:28,,2024/02/12 10:24:28,2024/07/31 04:06:19
